customer_id;customer_name;segment
SW-20245;Scot Wooten;Consumer
SS-20410;Shahid Shariari;Consumer
MH-18025;Michelle Huthwaite;Consumer
CM-12115;Chad McGuire;Consumer
TH-21115;Thea Hudgings;Corporate
MS-17710;Maurice Satty;Consumer
DJ-13420;Denny Joy;Corporate
BP-11050;Barry Pond;Corporate
DS-13030;Darrin Sayre;Home Office
AR-10405;Allen Rosenblatt;Corporate
SB-20170;Sarah Bern;Consumer
CD-11980;Carol Darley;Consumer
TH-21235;Tiffany House;Corporate
JS-16030;Joy Smith;Consumer
SV-20785;Stewart Visinsky;Consumer
JF-15295;Jason Fortune-;Consumer
NK-18490;Neil Knudson;Home Office
MA-17560;Matt Abelman;Home Office
EM-13825;Elizabeth Moffitt;Corporate
KC-16675;Kimberly Carter;Corporate
DW-13585;Dorothy Wardle;Corporate
AS-10135;Adrian Shami;Home Office
CM-12655;Corinna Mitchell;Home Office
JG-15115;Jack Garza;Consumer
JG-15805;John Grady;Corporate
HR-14770;Hallie Redmond;Home Office
AH-10585;Angele Hood;Consumer
PN-18775;Parhena Norris;Home Office
RH-19600;Rob Haberlin;Consumer
CK-12325;Christine Kargatis;Home Office
SR-20740;Steven Roelle;Home Office
BH-11710;Brosina Hoffman;Consumer
BF-11275;Beth Fritzler;Corporate
TC-21145;Theresa Coyne;Corporate
GD-14590;Giulietta Dortch;Corporate
EM-13960;Eric Murdock;Consumer
BS-11755;Bruce Stewart;Consumer
KM-16375;Katherine Murray;Home Office
OT-18730;Olvera Toch;Consumer
ST-20530;Shui Tom;Consumer
SS-20590;Sonia Sunley;Consumer
LS-17230;Lycoris Saunders;Consumer
RW-19630;Rob Williams;Corporate
DK-12985;Darren Koutras;Consumer
TB-21280;Toby Braunhardt;Consumer
SC-20770;Stewart Carmichael;Corporate
GT-14710;Greg Tran;Consumer
PO-19195;Phillina Ober;Home Office
CG-12040;Catherine Glotzbach;Home Office
KB-16585;Ken Black;Corporate
KD-16270;Karen Daniels;Consumer
BD-11560;Brendan Dodson;Home Office
EM-14200;Evan Minnotte;Home Office
SP-20920;Susan Pistek;Consumer
PM-19135;Peter McVee;Home Office
CA-12265;Christina Anderson;Consumer
DE-13255;Deanra Eno;Home Office
JF-15355;Jay Fein;Consumer
MV-18190;Mike Vittorini;Consumer
DK-12895;Dana Kaydos;Consumer
RW-19690;Robert Waldorf;Consumer
SJ-20500;Shirley Jackson;Consumer
RM-19750;Roland Murray;Consumer
DK-12835;Damala Kotsonis;Corporate
CM-12190;Charlotte Melton;Consumer
AB-10150;Aimee Bixby;Consumer
DV-13045;Darrin Van Huff;Corporate
GZ-14545;George Zrebassa;Corporate
RP-19270;Rachel Payne;Corporate
JO-15280;Jas O'Carroll;Consumer
BT-11485;Brad Thomas;Home Office
LC-17140;Logan Currie;Consumer
JK-16090;Juliana Krohn;Consumer
RH-19495;Rick Hansen;Consumer
SM-12345;;Consumer
BD-11635;Brian Derr;Consumer
BW-11065;Barry Weirich;Consumer
LO-17170;Lori Olson;Corporate
MK-18160;Mike Kennedy;Consumer
CM-12715;Craig Molinari;Corporate
